words,definition,pos_tag,freq_of_use,kata_dasar,kata_terbitan,num_variations
tuju,[tu.ju]  Definisi :1. arah hala jurusan: ke mana ~nya 2.  tujuan maksud kehendak sasaran setuju 1.  setujuan sama arahnya maksudnya tujuannya dll: dasar perjuangan kita adalah ~ 2.  bersetuju tidak bertentangan pendapat fikiran dll semuafakat sependapat: aku ~ dgn kata-katanya 3.  bersetuju serasi cocok sesuai: jikalau barang suatu perkataan itu dipakai berpatutan dgn tempatnya nescaya sedaplah bunyinya dan ~lah dgn ertinya 4. ark  bersetuju tertarik hati kpd berasa senang akan berkenan: jika tuan ~ ambillah 5.  bersetuju bersetujuan berbetulan dgn bertepatan dgn menyetujui mempersetujui menyatakan bersetuju dgn tidak menentang atau mem-bangkang pendapat dll membenarkan mengiakan: rasa berat hati anakanda hendak ~nya permintaan itu dipersetujuinya menyetujukan mempersetujukan menjadikan setuju mencocokkan mengakurkan menyesuaikan persetujuan 1. pernyataan setuju memperkenankan membenarkan pembenaran pengesahan: pernikahan anaknya tempoh hari tidak mendapat ~nya 2. sesuatu yg telah dipersetujui oleh kedua-dua belah pihak kata sepakat yg dicapai perjanjian: akhirnya mereka mendapat ~ membuka kedai buku dgn modal lima puluh ringgit seorang 3. perihal setuju kecocokan keselarasan kesesuaian menuju 1.  ~ ke  ~ arah ke pergi ke arah ke: maka kedua-dua hulubalang itu berjalanlah ~ gunung itu 2. mengikut arah hala mengabah mengarah menghala: pembuluh ini masuk ~ ke hati 3. membalingkan melontarkan kpd: melempar ~ tampuk 4. menghendaki memaksudkan: engkau yg ditujunya tetapi yg lain yg didapatinya 5. bermaksud utk mencapai bertujuan utk menuntut sesuatu: segala perintah dan hukumnya itu ~ kpd suatu perkara yg besar iaitu kesenangan hati bagi segala rakyatnya juga menujui menuju: tidak lama kemudian sampailah mereka ke negeri yg ditujui menujukan 1. membawa sesuatu arah ke mengarahkan ke mengacukan ke: kapal itu hendak ~ haluannya ke laut 2. mengalamatkan kpd mengarahkan kpd menyampaikan kpd: Radio Malaysia sedang merancang siaran dlm bahasa Perancis yg ditujukan kpd pendengar di Vietnam tertuju 1. kena tuju dituju 2.  ~ kpd diarahkan dialamatkan dimaksudkan dituju-kan kpd: kedua-dua matanya tetap ~ ke muka Muhammad Sani 3. ki tertumpu pd: fikirannya ~ kpd gadis genit itu tujuan 1. arah hala haluan 2. yg dituju maksud matlamat tuntutan: tiap-tiap manusia berusaha utk mencapai ~ ini ~ penderita  pelengkap ~ Id objek dlm ayat penyambut dlm ayat bertujuan 1. mempunyai tujuan ada yg dituju dimaksudkan berhaluan: nampaknya tuan hamba juga ~ hendak ke tempat mereka 2. Id memakai penyambut atau objek ayat dll ketuju ~ di hati a tertarik hati terpikat hati suka b yg disukai yg digemari diketujui ark disukai digemari penuju ~ di hati ketuju di hati.Kamus Dewan Edisi Keempat[tu.ju]  Definisi :jampi mantera dll yg dibaca utk membuat orang jatuh sakit atau mati: ayahanda lepaskanlah ~ ini menuju menggunakan melepaskan tuju pd: ~ orang sampai mati.Kamus Dewan Edisi Keempat[tu.ju]  Definisi :1 arah hala. 2 maksud. menuju 1  ~ ke pergi ke mengarah ke: Kereta itu berjalan dgn lajunya ~ Kuala Lumpur. 3 mengikut arah mengarah menghala. 4 membalingkan atau melemparkan sesuatu ke arah tertentu: Dlm permainan itu bola kecil digunakan utk ~ botol-botol. 5 bermaksud utk: Usaha-usaha itu ~ kpd kemajuan masyarakat Malaysia. menujukan 1 membawa sesuatu ke arah tertentu mengarahkan ke: Ia ~ kapal itu ke Pelabuhan Kelang. 2 mengalamatkan kpd menyampaikan kpd: Bakar ~ surat itu kpd ibunya di kampung. tertuju teracung tertumpu. tujuan 1 arah yg diikut haluan. 2 maksud matlamat: Ia datang ke mari dgn ~ tertentu. bertujuan mempunyai tujuan bermaksud: Kami ~ menjemput saudara pulang ke kampung. setuju 1 serupa maksudnya atau sama arahnya. 2 sesuai cocok: Kain biru itu ~ dgn baju putih ini. bersetuju 1 mempunyai pendapat atau fikiran yg serupa bersependapat: Saya ~ dgn pendapat kakak saya. 2 berasa berkenan atau berasa tertarik kpd: Kalau tuan ~ belilah. menyetujui menyatakan setuju: Ayahnya ~ rancangannya hendak pergi ke luar negara. menyetujukan menjadikan setuju menyesuaikan mencocokkan. persetujuan 1 pernyataan bersetuju pengesahan: Ia sudah mendapat ~ ketuanya utk bercuti panjang. 2 kata sepakat yg telah dicapai antara pihak yg terlibat perjanjian: Kedua-dua belah pihak telah mencapai ~ dlm mesyuarat itu.Kamus Pelajar Edisi Kedua[tu.ju]  Definisi :mantera jampi sihir dll utk membuat orang supaya sakit atau mati: Orang itu mati kerana kena ~. menuju mengenakan atau menggunakan tuju pd.Kamus Pelajar Edisi Kedua,-,-,tuju,"bersetuju, mempersetujui, menyetujukan, mempersetujukan, persetujuan, menuju, menujui, menujukan, tujuan, bertujuan",10
polisi,[po.li.si]  Definisi :rancangan tindakan yg telah dipersetujui secara rasmi sbg asas utk membuat atau melaksanakan sesuatu keputusan dasar ~ kerajaan dasar kerajaan.Kamus Dewan Edisi Keempat[po.li.si]  Definisi :dokumen yg mengandungi kontrak insurans ~ insurans dokumen perjanjian yg mengandungi syarat-syarat perlindungan insurans.Kamus Dewan Edisi Keempat[po.li.si]  Definisi :IB polis kepolisian yg berkaitan dgn polis pd pelbagai aspek kepolisan.Kamus Dewan Edisi Keempat[po.li.si]  Definisi :1  ~ insurans dokumen atau surat perjanjian antara syarikat insurans dgn pengambil insurans yg mengandungi syarat-syarat perlindungan insurans. 2 rancangan tindakan yg disetujui yg menjadi dasar sesebuah pergerakan pertubuhan dll dlm melaksanakan sesuatu keputusan: ~ kerajaan ~ parti politik.Kamus Pelajar Edisi Kedua,-,-,-,-,0
dan,-,-,-,-,-,0
lain-lain,-,-,-,-,-,0
diberikan,-,-,-,-,-,0
pencerahan,[pen.ce.ra.han]  Definisi :perihal perbuatan mencerahkan sesuatuKamus Dewan Edisi Keempat[pen.ce.ra.han]  Definisi :perbuatan atau proses mencerahkan: krim yg dpt membantu ~ kulit.Kamus Pelajar Edisi Kedua,-,-,-,-,0
kerajaan,[ke.ra.ja.an]  Definisi :1. negeri atau negara yg dikepalai oleh raja: ~ Malaysia ~ Arab Saudi 2. pemerintahan negara: ~ Indonesia berparlimen 3. martabat kedudukan raja: setelah nenda hilang ayahanda Badanul menggantikan nenda di atas ~ 4. tanda-tanda alat kebesaran raja: pakaian ~ payung ~ takhta ~ 5. sifat sbg raja: jika tiada diketahuinya tujuh perkara tiada layak ia naik raja dan tiada sempurna ~nya 6. sl naik takhta menjadi raja: jika ia ~ tiada akan sempurna negeri iniKamus Dewan Edisi Keempat[ke.ra.ja.an]  Definisi :1 negeri atau negara yg mempunyai raja sbg kepala pemerintahannya: ~ Arab Saudi. 2 pemerintahan atau pemerintah sesebuah negara: ~ Thailand. 3 naik takhta menjadi raja: Jika ia ~ tiada akan sempurna negeri ini. ~ campuran pemerintahan yg anggota kabinetnya terdiri drpd berbagai-bagai parti bukan drpd satu parti politik. ~ pusat pemerintahan yg bersifat kebangsaan iaitu seluruhnya bukan kerajaan negeri atau bahagian. ~ tempatan 1 pemerintahan pentadbiran di peringkat daerah spt pekan bandar. 2 sistem kerajaan yg meletakkan pentadbiran hal ehwal kerajaan pd pihak berkuasa setempat mis majlis perbandaran dan majlis daerah.Kamus Pelajar Edisi Kedua,kata nama,High,raja,"meraja, merajai, merajakan, kerajaan, berkerajaan",5
isu,[i.su]  Definisi :perkara pokok persoalan: krisis Timur Tengah merupakan ~ penting yg dibincangkan dlm persidangan itu.Kamus Dewan Edisi Keempat[i.su]  Definisi :perkara pokok persoalan.Kamus Pelajar Edisi Kedua,kata nama,High,isu,-,0
semasa,[se.ma.sa]  Definisi :1. sama masa dgn pd ketika yg sama: beliau juga hidup hampir ~ dgn sejarah yg ditulisnya 2. sewaktu pd ketika: ~ Datuk Ujang bergerak ke muka pintu ia keluar perlahan-lahan 3. dr masa zaman yg diperkatakan dr masa yg sama: hal-hal yg menarik perhatian ~Kamus Dewan Edisi Keempat[se.ma.sa]  Definisi :1 pd ketika pd waktu: Dia datang tadi ~ saya tidak ada di rumah. 2 sedang berlaku atau bkn masa kini sekarang: hal ehwal ~.Kamus Pelajar Edisi Kedua,kata nama,High,masa,semasa,1
lagi,[la.gi]  Definisi :1 masih berterusan: ketika ~ kecil ketika masih kecil. 2 tambahan kpd yg sedia ada: Ambillah dua ringgit ~ utk perbelanjaan pulang. 3 dan serta: Rumahnya cantik ~ bersih. 4 berulang spt semula: Bacalah surat itu sekali ~. Agaknya ia akan datang ~ hari ini. 5 lebih baik buruk mahal dll: Bunga yg ini ~ cantik. 6 kata yg digunakan utk menegaskan menguatkan kata-kata sebelumnya: Belakang parang ~ kalau diasah nescaya tajam. ~pun  ~ pula tambahan pula. lagi-lagi sentiasa balik-balik: ~ hendak bergaduh tidak pernah aman barang sekejap pun. lagikan bahkan sedangkan: Serangga yg kecil itu ~ dpt membina bukit dgn mengangkut pasir sebutir demi sebutir. selagi 1 selama atau sementara masih: ~ hayat dikandung badan aku tetap setia kpdmu. 2 pd ketika semasa: Waktu tengah malam ~ orang tidur dia duduk termenung di dlm biliknya.Kamus Pelajar Edisi Kedua,kata tugas,Moderate,lagi,"selagi, lagi-lagi, lagikan",3
serta,[ser.ta]  Definisi :1. turut bersama ikut mengikut: Australia telah menyatakan hasratnya utk ~ dlm persidangan itu jikalau datang kpd had nyawa sekalipun yg pekerjaan tuan hamba ~lah hamba apabila Tuan Raffles datang memukul tanah Jawa maka ia hendaklah ~ bersama-sama dr darat 2.  berserta bersama-sama dgn: maka dipilihnya empat puluh anak peria yg baik-baik dibawanya ~ 3. dan juga juga: Encik Ramli dan Encik Ghani ~ ketua pejabat di kementerian itu tidak datang bekerja 4. sebaik sahaja demi apabila: maka baginda diam pd suatu tempat ~ hari malam maka datanglah biawak terlalu banyak 5. sambil seraya: Benar pula itu kata Datok Raja di Langit ~ memandang kpd Sutan Baginda 6. baharu sahaja sesudah: ~ didengar Ramli ratap sedemikian sekonyong-konyong ia pun berpaling kpd ibunya serta-serta  serta-menyertai berserta bersama-sama dgn mengikut menurut: orang kaya-kaya yg ~ menghantar baginda itu semuanya menjunjung duli jika engkau mati dgn pekerjaan tuanmu aku pun mati ~lah dgn kamu menyertai 1. mengiringi mendampingi mengikuti: setiap pelajaran yg saya berikan itu disertai dgn latihan bantahan mereka kali ini disertai dgn ugutan yang lebih hebat 2. bersama-sama dgn menemani mengawani utk menolong dll: Tuhan ~ orang yang sabar 3. mengikut serta turut bersama: tidakkah ibu bapa mereka melarang mereka ~ tarian itu serta-menyertai turut serta dlm hal orang dll ikut mencampuri menyertakan mempersertakan 1. mem-biarkan menyertai memperikutkan 2. me-ngembarkan bersama surat dll mengirimkan bersama dgn pesertaan perihal berserta penyertaan perbuatan menyertai menyerta-kan: ~ negara-negara anggota dlm ran-cangan-rancangan PBB peserta orang yang mengikut serta dlm sesuatu perkara spt pertandingan pergerakan dll pengambil bahagian: seminar antarabangsa ini dihadiri oleh ~-~ dr Asia Tenggara Australia dan New Zealand penyerta kata ~ Id kata yg menyatakan ketentuan atau ketidaktentuan sesuatu kata nama spt the a danan dlm bahasa Inggeris atau der die dan das dlm bahasa Jerman kata sandang.Kamus Dewan Edisi Keempat[ser.ta]  Definisi :ingin ~ pertandingan tenis itu. 2 mengikut bersama sbg teman atau sbg pembantu mengiringi menemani: Beberapa orang pegawai telah ~nya ke persidangan itu. menyertakan 1 membiarkan menyertai: Encik Ali ~ anak sulungnya dlm rombongan itu. 2 mengirim bersama bkn surat dll. penyertaan perbuatan atau hal menyertai: UDA berusaha mempercepat ~ kaum bumiputera dlm bidang perdagangan dan perindustrian. peserta orang yg ikut serta dlm sesuatu pertandingan dll orang yg mengambil bahagian: Para ~ dr Thailand telah tiba petang semalam. penyerta kata ~ kata spt si sang yg terletak di depan kata-kata tertentu yg digunakan sbg nama timangan utk mengejek utk menghormati dll kata sandang.Kamus Pelajar Edisi Kedua[ser.ta]  Definisi :1 ikut atau turut bersama: Hari itu saya tidak pergi ~ kerana saya sakit gigi. 2  berserta 1 bersama dgn dgn: Perdana Menteri ~ tiga orang pegawai kanan kerajaan telah berlepas ke Bangkok semalam. 3 dan juga dan: Beliau memang baik hati ~ jujur. ~-merta pd ketika itu juga tidak bertangguh-tangguh lagi segera. berserta 1 bersama dgn dgn: Sila tuan hantar borang ini kembali ~ wang langganan majalah tsb. 2 turut melakukan sesuatu: Saya ~ mereka mengusahakan tanah itu. menyertai 1 mengikut serta turut bersama: SayaKamus Pelajar Edisi Kedua,kata tugas,Moderate,serta,"berserta, menyertai, menyertakan, penyertaan, peserta, serta-merta",6
kesedaran,[ke.se.da.ran]  Definisi :perihal keadaan dll sedar akan sesuatu keinsafan ingatan: usaha ini dilakukan atas ~ bahawa manuskrip itu mempunyai nilai yg amat tinggi ~ ingin belajar juga telah timbul sentimen yg demikian memperlihatkan tiadanya ~ nasional dlm dada Abdullah sendiriKamus Dewan Edisi Keempat[ke.se.da.ran]  Definisi :perihal atau rasa sedar keinsafan: ~ politik hal sedar akan keadaan politik.Kamus Pelajar Edisi Kedua,kata kerja,Moderate,sedar,"menyedari, menyedarkan, tersedar, kesedaran, penyedaran, penyedar",6
menurut,[me.nu.rut]  Definisi :1. berjalan dll mengikut jalan garis hala dll yg tertentu tidak menyimpang dr jalan dll yg tertentu: ~ jalan yg benar 2. mencontohi perbuatan orang lain dll meneladan meniru: telah dilihat oleh Cina diturutnya sebab itulah maka Cina gemar makan kangkung sampai sekarang 3. mengikut apa yg disuruh diperintah dll tidak melawan patuh kpd: maka segala orang itu pun semuanya ~ spt kata penghulunya 4. meluluskan permintaan kehendak dll memenuhi syarat ketentuan dll menyam-paikan harapan dll: Balzac tidak akan dapat melahirkan karya-karyanya yg agung itu jika ia ~ kehendak orang tuanya utk bertugas sbg seorang ahli undang-undang 5. mengikut berjalan dll mengekori dr belakang: dia berjalan menuju ruangan yg di sebelah barat bangunan aku ~nya dr belakang 6. spt yg dikhabarkan diberitakan dihebahkan dll sepanjang berita dll: ~ yg diketahui sebanyak satu suku juta ringgit harga saham telah terjual 7. sesuai dgn tidak bertentangan dgn tidak melanggar syarat dll selaras dgn: hari ini ~ pendapat orang alim ialah hari yg baik 8. tidak bersalahan drpd serupa dgn: rupanya ~ rupa neneknya 9. ikut serta melakukan sesuatu dll turut serta: Sultan Mansor Shah pun ~ menyebut nama Hang Tuah itu Laksamana 10. bergantung pd: maju mundurnya dlm pelajarannya ~ kerajinannyaKamus Dewan Edisi Keempat[me.nu.rut]  Definisi :1 mencontoh perbuatan orang lain meniru. 2 patuh atau taat mengikut apa-apa yg diperintahkan: Ia ~ saja apabila disuruh oleh ketuanya. 3 mengikut dr belakang: Dia sentiasa ~ ke mana saja bapanya pergi. 4 spt yg diberitakan atau spt yg dikhabarkan: ~ akhbar tsb lebih drpd dua puluh orang telah tercedera dlm kemalangan itu. 5 tidak menyimpang dr jalan tertentu: Kereta api itu berjalan ~ rel. 6 tidak membantah ttg permintaan kehendak dll: Ia ~ segala kehendaki isterinya.Kamus Pelajar Edisi Kedua,-,-,turut,"berturut-turut, berturutan, menurut, menuruti, menurutkan, memperturutkan, turutan, penurut",8
hantaran,[han.ta.ran]  Definisi :1. sesuatu yg dihantar dikirim kiriman: petani-petani sambilan ini mungkin mendapat ~ drpd anak dan ahli keluarga yg melakukan migrasi 2.  ~ kahwin  wang ~ wang yg dihantar oleh pihak lelaki kpd bakal mentua utk perbelanjaan perkahwinan belanja hangus 3. dlm majlis perkahwinan orang Melayu hadiah berupa makanan pakaian dsb yg dibawa bersama wang hantaran: pihak pengantin lelaki membawa tujuh dulang ~ 4. dlm permainan bola sepak dll tendangan balingan dsb bola ke sesuatu tempat atau kpd pemain lain: ~nya tidak sampai kpd kawannyaKamus Dewan Edisi Keempat[han.ta.ran]  Definisi :1 sesuatu yg dihantar kiriman. 2  wang ~ wang yg dihantar oleh pihak pengantin lelaki kpd pihak pengantin perempuan. 3 barang-barang spt pakaian makanan yg berupa hadiah yg dibawa bersama wang hantaran oleh pihak pengantin lelaki utk pengantin perempuan.Kamus Pelajar Edisi Kedua,-,-,hantar,"berhantar, menghantar, hantar-menghantar, hantaran, penghantaran, penghantar",6
itu,-,-,-,-,-,0
pada,Definisi :1. kata sendi nama yg bererti di: ~ bulan Januari dlm ~ itu sementara sambil itu 2. kata sendi nama yg bererti terhadap: Bang Uda marah tak ~ Ida 3. dalam menurut mengikut: ~ fikirannya ~ hatinya ~ sangkanya 4. buat bagi: ~nya dunia ini bukan tempat mencari kesusahan 5. sl akan untuk: bab ~ menyatakan 6. dari daripada: ~ bercerai mahulah mati ~ jadi Komunis biarlah dia mati.Kamus Dewan Edisi KeempatDefinisi :1. tidak kurang dan tidak lebih cukup: kaum kita hidup ~ dgn sesuap nasi 2. berasa puas senang berasa cukup: hatinya belum ~ asal ada kecil pun ~ prb asalkan ada tidak banyak sedikit pun cukuplah berpada mencukupi: dlm keadaan serba sederhana dan ~ berpada-pada 1. elok-elok cukup tidak berlebih-lebihan: amatlah sukar hendak menentukan sama ada sesuatu perbuatan itu ~ atau melebihi batasan-batasan yg dihadkan 2. agak cukup walaupun tidak banyak lumayan sedang memadai mencukupi dapat mengisi atau memenuhi kehendak peraturan dll: rang undang-undang ini ~lah diluluskan oleh Dewan Rakyat makanan semata-mata tidak ~ memada-memadai membuat seelok-elok cukup sahaja memadakan 1. menjadikan pada menganggap pada: apabila malam dipadakanlah tidur bertikar 2. membiarkan mendiamkan: orang tua mahulah sabar dan ~ kelakuan orang muda 3. menjadikan puas memuaskan: ~ hati terpada tak ~ tidak boleh ditandingi terlalu sangat.Kamus Dewan Edisi KeempatDefinisi :sama-sama ramai-ramai melakukan sesuatu: ibu-ibu itu ~ duduk mengobrol mereka ~ berebut minta makanan burung-burung sudah ~ resah menunggu.Kamus Dewan Edisi KeempatDefinisi :1 kata nama arah yg menunjukkan tempat atau diri seseorang: Buku itu masih ada ~ saya. 2 kata sendi nama yg digunakan utk menunjukkan waktu atau utk menunjukkan kata nama abstrak dlm pembentukan frasa atau ayat: ~ masa ini ~ pendapatnya perkara itu mudah saja. dlm ~ itu sementara itu dlm hal itu. 3 kata sendi nama utk menunjukkan tempat yg terhad: Terdapat tahi lalat ~ pipinya.Kamus Pelajar Edisi KeduaDefinisi :1 tidak kurang dan juga tidak lebih drpd yg patut cukup: Asal ada kecil pun ~. 2 berasa senang kerana sudah sampai hajatnya puas: Dgn harta yg sebanyak itu hatinya masih belum ~ juga. berpada-pada 1 tidak berlebih-lebihan melakukan sesuatu berbuat sesuatu dgn seada-adanya: Buat baik ~ buat jahat jangan sekali. 2 cukup juga walaupun tidak banyak. memadai dpt mengisi atau dpt memenuhi kehendak dll mencukupi: Segelen minyak petrol tidak ~ keperluan utk menghidupkan enjin kapal terbang yg besar. memadakan 1 menjadikan pada menganggap cukup mencukupkan: Dia ~ gajinya yg kecil itu dgn berjimat-jimat. 2 menjadikan puas memuaskan: Dia berbuat begitu utk ~ hatinya.Kamus Pelajar Edisi Kedua,-,-,-,-,0
pertemuan,[per.te.muan]  Definisi :1. perihal bertemu perjumpaan: kenangan beliau kembali kpd ~nya dgn Datuk Bomoh 2. tempat bertemu berkumpul dll: Kuala Lumpur letaknya di ~ Sungai Gombak dgn Sungai Kelang 3. perkumpulan perhimpunan mesyuarat dll: dia mengajak orang-orang yg ada pd ~ itu agar bangkit menentang musuh 4. pergaulan persamaan pendapat dll: aku perlukan engkau dlm soal menghadapi Kadir kita banyak ~ pendapat 5. perjodohan perkahwinan: maka tidaklah syak lagi yg ~ itu sukar berpanjanganKamus Dewan Edisi Keempat[per.te.muan]  Definisi :1 perihal bertemu dgn kawan dll: 2 perjumpaan: Dia masih ingat akan ~nya dgn penghulu kampung itu. 3 tempat bertemu ttg sungai dll: Kuala Lipis letaknya di ~ Sungai Jelai dgn Sungai Lipis.Kamus Pelajar Edisi Kedua,-,-,temu,"bertemu, menemui, menemukan, mempertemukan, pertemuan, penemuan, penemu",7
itu,-,-,-,-,-,0
perdana,[per.da.na]  Definisi :1. yg terutama P~ Menteri ketua menteri sesebuah negara mengepalai jemaah menteri 2. yg mula-mula yg pertama sekali pertunjukan tayangan ~ tayangan filem yg pertama kali 3. sl bendahara.Kamus Dewan Edisi Keempat[per.da.na]  Definisi :1 paling tinggi tarafnya atau pangkatnya: ~ Menteri. 2 yg mula-mula yg pertama: tayangan ~ tayangan bagi pertama kalinya.Kamus Pelajar Edisi Kedua,-,-,-,-,0
turut,[tu.rut]  Definisi :1. pergi bersama: saya ~ ke mana dia pergi 2. bersama-sama melakukan ditimpa dll sesuatu tidak terkecuali drpd sesuatu kejadian perbuatan dll ikut serta: Ahmad yg ~ terbunuh oleh serangan hendap itu baru semalam ditemui mayatnya ~ serta bersama-sama mengikuti melibatkan diri dalam melakukan dll sesuatu 3. patuh kpd undang-undang janji dll taat kpd: sekiranya kamu ~ akan nasihat ini berbahagialah kamu ~ campur mencampuri urusan atau hal orang lain ~ serta ikut serta melakukan sesuatu dll pak ~ orang yg sentiasa mengikut meniru dll orang lain seturut 1. sepanjang yg dihebahkan dicerita-kan dll 2. tidak bersalahan dgn sesuai dgn adat dll selaras dgn 3. langsung selepas sebaik sahaja: Bujal menggeleng kepala ~ dgn keluhannya berturut bersusun mengikut peraturan berikutan dgn teratur tidak ada antara: cari dua angka ganjil yg ~ dgn syarat selisih di antara ganda dua satu angka dgn yg lain itu 48 berturut-turut berturutan 1. tidak ber-antara antara satu dgn lain lepas satu-satu terus-menerus dgn teratur tidak berselang tidak berhentinya beruntun-runtun bersam-bung-sambung: beliau telah kalah dlm tiga pilihan raya kecil kpd parti lawannya secara ~ 2. terus melakukan sesuatu dgn tiada henti-nya bertubi-tubi berulang-ulang: maka meriam pun sudahlah diisi lalu ditembaknya tiga pucuk ~ berturuti Mn dipercayai dan dipakai per-cakapan dll diikuti nasihat dll dipatuhi menurut 1. berjalan dll mengikut jalan garis hala dll yg tertentu tidak menyimpang dr jalan dll yg tertentu: ~ jalan yg benar 2. mencontohi perbuatan orang lain dll meneladan meniru: telah dilihat oleh Cina diturutnya sebab itulah maka Cina gemar makan kangkung sampai sekarang 3. mengikut apa yg disuruh diperintah dll tidak melawan patuh kpd: maka segala orang itu pun semuanya ~ spt kata penghulunya 4. meluluskan permintaan kehendak dll memenuhi syarat ketentuan dll menyam-paikan harapan dll: Balzac tidak akan dapat melahirkan karya-karyanya yg agung itu jika ia ~ kehendak orang tuanya utk bertugas sbg seorang ahli undang-undang 5. mengikut berjalan dll mengekori dr belakang: dia berjalan menuju ruangan yg di sebelah barat bangunan aku ~nya dr belakang 6. spt yg dikhabarkan diberitakan dihebahkan dll sepanjang berita dll: ~ yg diketahui sebanyak satu suku juta ringgit harga saham telah terjual 7. sesuai dgn tidak bertentangan dgn tidak melanggar syarat dll selaras dgn: hari ini ~ pendapat orang alim ialah hari yg baik 8. tidak bersalahan drpd serupa dgn: rupanya ~ rupa neneknya 9. ikut serta melakukan sesuatu dll turut serta: Sultan Mansor Shah pun ~ menyebut nama Hang Tuah itu Laksamana 10. bergantung pd: maju mundurnya dlm pelajarannya ~ kerajinan-nya ~ lagu mengikut irama atau rentak lagu ~ pusingan jam mengikut arah pusingan jarum jam turut-menurut 1. saling menurut ikut-mengikut tidak tentang-menentang 2. ark menurut sahaja fikiran orang dll ikut-ikutan menuruti 1. mengikut dr belakang meng-ekori mengikut: Ismail berganding dgn Lamah berjalan lambat-lambat menuju ke kereta Bibah ~ mereka dr belakang dgn wajah usang 2. tidak menegah melarang meluluskan pem-berian dll memberi: diturutinya sahaja ke-mahuan cahaya matanya yg tunggal itu 3. menurut akan nasihat dll tidak menentang mematuhi: ia ~ kehendak suaminya 4. men-jadikan sesuatu sbg contoh teladan mencontohi: jangan dituruti kerana ia orang yg tidak tahu bahasa menurutkan 1. mengikut berjalan dll di belakang sesuatu mengiringkan: mereka berjalan ~ orang tua mereka 2. tidak mene-gahkan melarangkan mengikut kehendak hati dll melayani memberi: dr satu bandar ke satu bandar yg lain dia berpindah-pindah ~ hati 3. mendasarkan pd menjadikan sbg dasar: kerendahan budi selama ini hanya diperintahi oleh perasaan hati tidak ~ per-timbangan yg adil memperturut sl mengejar dr belakang menghambat: berundurlah mereka balik ke perkhemahannya diperturut oleh tentera Kembayat memperturutkan 1. membiarkan bersama-sama melakukan sesuatu dll membiarkan turut tidak mengecualikan 2. tidak melarang-kan menegahkan mengikuti kemahuan ke-hendak dll mematuhi menurutkan: sekali-kali jangan diperturutkan rasa kecewa yg mungkin menjadikan orang putus asa 3.  memperturut-turutkan melakukan sesuatu berkali-kali mempertubi-tubi: perajurit itu pun segeralah berlari-lari serta menikam dada Tun Tuah diperturut-turutkannya tikaman itu turutan 1.  turut-turutan sesuatu yg diturut dicontohi diikuti dll contoh teladan: maka iaitu patutlah menjadi ~ dan teladan bagi segala orang yg terkemudian 2. yg berturut-turut berikut-ikut 3. yg ikut atau turut bersama orang ~ orang yg turut ikut turut-turutan 1. sesuatu yg diturut contoh teladan turutan 2. selalu menurut kata dll orang lain ikut-ikutan: dia tidak mahu menjadi petani ~ perturutan 1. perihal berturut-turut beruntun-runtun 2. kelanjutan seperturutan sl sama perbuatan kelakuan dll dgn mengikut-ikut orang lain: jika engkau ~ dgn dia engkau pun terbawa-bawa penurut 1. tidak membantah melawan dll suka menurut patuh taat 2. orang yg meng-ikut pengikut.Kamus Dewan Edisi Keempat[tu.rut]  Definisi :1 ikut atau pergi bersama: Saya ~ ke mana-mana saja suami saya pergi. 2 bersama-sama melakukan sesuatu atau bersama-sama ditimpa sesuatu kejadian dsb tidak terkecuali drpd: Ia ~ mati lemas kerana terperangkap dlm kereta yg tenggelam itu. ~ campur bersama mencampuri urusan atau hal orang lain. ~ serta ikut serta melakukan sesuatu. pak ~ orang yg sentiasa mengikut atau meniru orang lain. berturut berikut atau bersusun dgn teratur. berturut-turut 1 lepas satu satu terus-menerus dgn teratur tidak berselang antara satu dgn yg lain: Pasukan itu telah kalah tiga kali ~. 2 terus melakukan sesuatu dgn tidak henti-henti berulang-ulang: Ia menembak musuh ~. menurut 1 mencontoh perbuatan orang lain meniru. 2 patuh atau taat mengikut apa-apa yg diperintahkan: Ia ~ saja apabila disuruh oleh ketuanya. 3 mengikut dr belakang: Dia sentiasa ~ ke mana saja bapanya pergi. 4 spt yg diberitakan atau spt yg dikhabarkan: ~ akhbar tsb lebih drpd dua puluh orang telah tercedera dlm kemalangan itu. 5 tidak menyimpang dr jalan tertentu: Kereta api itu berjalan ~ rel. 6 tidak membantah ttg permintaan kehendak dll: Ia ~ segala kehendaki isterinya. turut-menurut tidak tentang-menentang saling menurut. menuruti mengikut seseorang atau sesuatu dr belakang mengekori. menurutkan mengikut kehendak hati nafsu dsb tidak membantah kehendak hati dsb: ~ hati. memperturutkan 1 menjadikan berturut-turut melakukan sesuatu berkali-kali: Kerana terlalu marah dia ~ pukulannya terhadap orang itu. 2 membiarkan atau membuat supaya bersama-sama melakukan sesuatu membiarkan turut: Ketua Pengarah ~ lima orang pegawainya dlm seminar itu. turutan 1 sesuatu yg diturut teladan. 2 yg berturut-turut atau yg berikut-ikut. 3 yg turut bersama yg menurut: orang ~ orang yg turut bersama. perturutan hal atau keadaan berturut-turut. penurutan perbuatan hal dsb menurut menuruti atau menurutkan. penurut 1 suka mengikut atau suka menurut tidak membantah atau tidak melawan patuh. 2 orang yg menurut pengikut.Kamus Pelajar Edisi Kedua,-,-,turut,"berturut-turut, berturutan, menurut, menuruti, menurutkan, memperturutkan, turutan, penurut",8
ditanya,-,-,-,-,-,0
